ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Birth date,Hire date,Work load Average/day ,Hit target,Disciplinary failure,Education,Children,Drinker,Smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours,HI1_WorkSatisfaction,HI2_LikesManager,HI3_EnjoysColleagues,HI4_WantstoStay,,,,
3,28,6,2,3,179,51,18,38,3/29/1980,3/24/2000,"253,957",95,0,1,0,1,0,0,89,170,31,3,2,4,3,1,,,,
3,0,6,6,3,179,51,18,38,3/29/1980,3/24/2000,"253,957",95,1,1,0,1,0,0,89,170,31,0,1,4,2,2,,,,
3,28,6,2,3,179,51,18,38,3/29/1980,3/24/2000,"253,957",95,0,1,0,1,0,0,89,170,31,24,2,5,3,2,,,,
3,28,6,2,3,179,51,18,38,3/29/1980,3/24/2000,"253,957",95,0,1,0,1,0,0,89,170,31,4,1,4,3,2,,,,
3,28,6,2,1,179,51,18,38,3/29/1980,3/24/2000,"253,957",95,0,1,0,1,0,0,89,170,31,2,1,4,3,1,,,,
3,5,6,4,1,179,51,18,38,3/29/1980,3/24/2000,"253,957",95,0,1,0,1,0,0,89,170,31,8,1,3,3,1,,,,
5,26,6,3,3,235,20,13,43,3/31/1975,3/26/1995,"253,957",95,0,1,1,1,0,0,106,167,38,8,1,5,3,1,,,,
10,22,6,6,3,361,52,3,28,3/27/1990,3/22/2010,"378,884",92,0,1,1,1,0,4,80,172,27,8,1,4,2,1,,,,
10,22,6,2,3,361,52,3,28,3/27/1990,3/22/2010,"377,550",94,0,1,1,1,0,4,80,172,27,8,2,3,3,2,,,,
12,19,6,6,3,233,51,1,31,3/28/1987,3/23/2007,"275,089",96,0,2,1,1,0,8,68,178,21,8,2,3,2,1,,,,
12,22,6,5,1,233,51,1,31,3/28/1987,3/23/2007,"275,089",96,0,2,1,1,0,8,68,178,21,8,1,5,3,1,,,,
12,22,6,4,1,233,51,1,31,3/28/1987,3/23/2007,"275,089",96,0,2,1,1,0,8,68,178,21,3,1,3,2,2,,,,
14,23,6,2,3,155,12,14,34,3/28/1984,3/23/2004,"377,550",94,0,1,2,1,0,0,95,196,25,4,4,2,2,3,,,,
15,23,6,5,3,291,31,12,40,3/30/1978,3/25/1998,"377,550",94,0,1,1,1,0,1,73,171,25,4,2,4,2,1,,,,
15,13,6,2,3,291,31,12,40,3/30/1978,3/25/1998,"253,957",95,0,1,1,1,0,1,73,171,25,40,1,4,2,2,,,,
15,28,6,5,3,291,31,12,40,3/30/1978,3/25/1998,"275,089",96,0,1,1,1,0,1,73,171,25,2,1,3,2,1,,,,
16,7,6,4,3,118,15,24,46,3/31/1972,3/26/1992,"275,089",96,0,1,2,1,1,0,75,175,25,8,3,4,1,3,,,,
18,0,6,4,3,330,16,4,28,3/27/1990,3/22/2010,"378,884",92,1,2,0,0,0,0,84,182,25,0,1,3,3,2,,,,
18,11,6,3,1,330,16,4,28,3/27/1990,3/22/2010,"253,957",95,0,2,0,0,0,0,84,182,25,1,1,4,2,2,,,,
20,28,6,6,3,260,50,11,36,3/29/1982,3/24/2002,"253,957",95,0,1,4,1,0,0,65,168,23,4,5,2,4,5,,,,
21,0,6,2,3,268,11,8,33,3/28/1985,3/23/2005,"275,089",96,1,2,0,0,0,0,79,178,25,0,1,3,3,2,,,,
22,21,6,4,2,179,26,9,30,3/27/1988,3/22/2008,"253,957",95,0,3,0,0,0,0,56,171,19,2,1,5,2,2,,,,
22,27,6,4,3,179,26,9,30,3/27/1988,3/22/2008,"275,089",96,0,3,0,0,0,0,56,171,19,3,1,5,2,1,,,,
22,27,6,6,3,179,26,9,30,3/27/1988,3/22/2008,"275,089",96,0,3,0,0,0,0,56,171,19,2,2,4,2,2,,,,
22,13,6,5,3,179,26,9,30,3/27/1988,3/22/2008,"275,089",96,0,3,0,0,0,0,56,171,19,2,1,3,3,2,,,,
22,13,6,2,2,179,26,9,30,3/27/1988,3/22/2008,"275,089",96,0,3,0,0,0,0,56,171,19,3,2,5,3,1,,,,
23,0,6,4,3,378,49,11,36,3/29/1982,3/24/2002,"378,884",92,1,1,2,0,1,4,65,174,21,0,2,4,5,2,,,,
23,22,6,5,3,378,49,11,36,3/29/1982,3/24/2002,"377,550",94,0,1,2,0,1,4,65,174,21,8,4,2,4,2,,,,
23,22,6,5,3,378,49,11,36,3/29/1982,3/24/2002,"275,089",96,0,1,2,0,1,4,65,174,21,8,4,2,2,4,,,,
24,19,6,2,3,246,25,16,41,3/30/1977,3/25/1997,"377,550",94,0,1,0,1,0,0,67,170,23,8,1,4,2,2,,,,
24,10,6,3,3,246,25,16,41,3/30/1977,3/25/1997,"377,550",94,0,1,0,1,0,0,67,170,23,24,2,4,2,2,,,,
24,10,6,6,3,246,25,16,41,3/30/1977,3/25/1997,"377,550",94,0,1,0,1,0,0,67,170,23,8,2,5,3,1,,,,
24,10,6,2,3,246,25,16,41,3/30/1977,3/25/1997,"377,550",94,0,1,0,1,0,0,67,170,23,8,2,3,3,2,,,,
24,28,6,3,3,246,25,16,41,3/30/1977,3/25/1997,"253,957",95,0,1,0,1,0,0,67,170,23,3,1,3,2,2,,,,
24,28,6,6,1,246,25,16,41,3/30/1977,3/25/1997,"253,957",95,0,1,0,1,0,0,67,170,23,2,2,3,3,2,,,,
28,28,6,5,2,225,26,9,28,3/27/1990,3/22/2010,"377,550",94,0,1,1,0,0,2,69,169,24,2,2,3,3,2,,,,
28,23,6,5,3,225,26,9,28,3/27/1990,3/22/2010,"253,957",95,0,1,1,0,0,2,69,169,24,4,2,4,3,2,,,,
28,23,6,4,1,225,26,9,28,3/27/1990,3/22/2010,"253,957",95,0,1,1,0,0,2,69,169,24,2,2,4,3,1,,,,
31,0,6,4,3,388,15,9,50,4/1/1968,3/27/1988,"378,884",92,1,1,0,0,0,0,76,178,24,0,1,4,3,1,,,,
32,28,6,2,1,289,48,29,49,4/1/1969,3/27/1989,"377,550",94,0,1,0,0,0,2,108,172,36,2,1,4,2,1,,,,
34,23,6,2,3,118,10,10,37,3/29/1981,3/24/2001,"253,957",95,0,1,0,0,0,0,83,172,28,3,2,4,2,2,,,,
34,28,6,3,3,118,10,10,37,3/29/1981,3/24/2001,"253,957",95,0,1,0,0,0,0,83,172,28,2,1,4,3,1,,,,
34,26,6,6,3,118,10,10,37,3/29/1981,3/24/2001,"275,089",96,0,1,0,0,0,0,83,172,28,8,1,3,3,1,,,,
34,10,6,4,3,118,10,10,37,3/29/1981,3/24/2001,"275,089",96,0,1,0,0,0,0,83,172,28,8,1,4,3,1,,,,
34,25,6,2,1,118,10,10,37,3/29/1981,3/24/2001,"275,089",96,0,1,0,0,0,0,83,172,28,3,1,4,3,1,,,,
34,8,6,6,1,118,10,10,37,3/29/1981,3/24/2001,"275,089",96,0,1,0,0,0,0,83,172,28,2,1,3,2,2,,,,
34,10,6,4,1,118,10,10,37,3/29/1981,3/24/2001,"275,089",96,0,1,0,0,0,0,83,172,28,3,2,4,3,1,,,,
36,13,6,4,3,118,13,18,50,4/1/1968,3/27/1988,"378,884",92,0,1,1,1,0,0,98,178,31,24,2,4,3,1,,,,
36,13,6,4,3,118,13,18,50,4/1/1968,3/27/1988,"377,550",94,0,1,1,1,0,0,98,178,31,8,1,4,3,2,,,,
36,23,6,3,3,118,13,18,50,4/1/1968,3/27/1988,"377,550",94,0,1,1,1,0,0,98,178,31,1,2,5,2,2,,,,
36,13,6,4,3,118,13,18,50,4/1/1968,3/27/1988,"377,550",94,0,1,1,1,0,0,98,178,31,80,1,5,3,1,,,,
36,23,6,4,1,118,13,18,50,4/1/1968,3/27/1988,"253,957",95,0,1,1,1,0,0,98,178,31,2,2,4,2,1,,,,
36,19,6,5,3,118,13,18,50,4/1/1968,3/27/1988,"275,089",96,0,1,1,1,0,0,98,178,31,24,1,4,3,2,,,,
36,19,6,5,3,118,13,18,50,4/1/1968,3/27/1988,"275,089",96,0,1,1,1,0,0,98,178,31,3,2,3,2,1,,,,
3,11,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"302,585",99,0,1,0,1,0,0,89,170,31,8,2,5,3,2,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,3,2,5,3,1,,,,
3,23,7,6,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,3,1,4,2,2,,,,
3,27,7,2,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,2,2,4,3,2,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,3,2,5,2,2,,,,
3,10,7,5,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,8,1,4,2,1,,,,
3,27,7,6,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,3,1,4,2,1,,,,
3,27,7,2,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,3,2,5,2,2,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,3,2,3,3,2,,,,
3,27,7,6,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,3,2,4,2,1,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,3,2,4,2,2,,,,
3,27,7,6,2,179,51,18,38,3/29/1980,3/24/2000,"251,818",96,0,1,0,1,0,0,89,170,31,3,1,3,2,1,,,,
3,13,7,3,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,8,2,3,3,2,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,2,1,4,3,2,,,,
3,27,7,5,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,2,2,5,3,1,,,,
3,27,7,6,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,2,2,3,2,2,,,,
3,27,7,2,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,2,2,5,3,2,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,3,1,4,2,1,,,,
3,27,7,5,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,3,1,3,3,1,,,,
3,27,7,6,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,3,1,5,3,1,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,2,2,4,2,1,,,,
3,13,7,5,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,8,1,3,2,2,,,,
3,27,7,6,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,2,2,4,2,1,,,,
3,27,7,2,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,2,1,3,2,2,,,,
3,27,7,3,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,2,2,5,3,1,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"264,249",97,0,1,0,1,0,0,89,170,31,2,1,4,3,2,,,,
1,22,7,2,2,235,11,14,37,3/29/1981,3/24/2001,"244,387",98,0,3,1,0,0,1,88,172,29,8,1,4,2,2,,,,
1,21,7,5,2,235,11,14,37,3/29/1981,3/24/2001,"244,387",98,0,3,1,0,0,1,88,172,29,8,2,5,2,1,,,,
1,0,7,5,3,235,11,14,37,3/29/1981,3/24/2001,"244,387",98,1,3,1,0,0,1,88,172,29,0,1,4,3,1,,,,
3,13,7,3,2,179,51,18,38,3/29/1980,3/24/2000,"343,253",95,0,1,0,1,0,0,89,170,31,24,2,3,3,1,,,,
3,13,7,4,3,179,51,18,38,3/29/1980,3/24/2000,"343,253",95,0,1,0,1,0,0,89,170,31,3,2,4,3,1,,,,
3,28,7,2,2,179,51,18,38,3/29/1980,3/24/2000,"244,387",98,0,1,0,1,0,0,89,170,31,2,2,3,3,2,,,,
3,28,7,2,2,179,51,18,38,3/29/1980,3/24/2000,"244,387",98,0,1,0,1,0,0,89,170,31,16,1,5,2,1,,,,
3,28,7,6,3,179,51,18,38,3/29/1980,3/24/2000,"244,387",98,0,1,0,1,0,0,89,170,31,8,1,4,2,2,,,,
3,27,7,2,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,2,1,5,3,2,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,2,1,4,2,2,,,,
3,27,7,5,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,3,2,4,3,1,,,,
3,13,7,3,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,8,1,3,2,2,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,2,1,5,3,2,,,,
3,27,7,5,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,3,2,3,3,2,,,,
3,10,7,2,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,4,2,3,3,1,,,,
3,27,7,2,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,3,1,4,2,2,,,,
3,27,7,3,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,2,1,3,2,1,,,,
3,27,7,4,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,2,2,5,2,1,,,,
3,27,7,5,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,3,2,4,2,1,,,,
3,27,7,6,2,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,3,1,5,3,2,,,,
3,27,7,3,3,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,3,2,3,2,2,,,,
3,27,7,4,3,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,3,2,5,3,2,,,,
3,27,7,5,3,179,51,18,38,3/29/1980,3/24/2000,"222,196",99,0,1,0,1,0,0,89,170,31,3,1,3,3,1,,,,
7,14,7,2,2,279,5,14,39,3/30/1979,3/25/1999,"343,253",95,0,1,2,1,1,0,68,168,24,8,2,3,1,3,,,,
7,14,7,5,3,279,5,14,39,3/30/1979,3/25/1999,"343,253",95,0,1,2,1,1,0,68,168,24,16,2,4,3,3,,,,
9,25,7,3,2,228,14,16,58,4/3/1960,3/29/1980,"222,196",99,0,1,2,0,0,1,65,172,22,3,4,4,5,2,,,,
9,12,7,3,2,228,14,16,58,4/3/1960,3/29/1980,"222,196",99,0,1,2,0,0,1,65,172,22,112,3,4,5,3,,,,
9,25,7,4,2,228,14,16,58,4/3/1960,3/29/1980,"222,196",99,0,1,2,0,0,1,65,172,22,2,3,1,4,4,,,,
10,22,7,4,2,361,52,3,28,3/27/1990,3/22/2010,"244,387",98,0,1,1,1,0,4,80,172,27,8,2,3,3,2,,,,
10,19,7,2,2,361,52,3,28,3/27/1990,3/22/2010,"222,196",99,0,1,1,1,0,4,80,172,27,8,2,3,2,2,,,,
11,6,7,5,2,289,36,13,33,3/28/1985,3/23/2005,"343,253",95,0,1,2,1,0,1,90,172,30,8,4,2,3,3,,,,
11,22,7,6,3,289,36,13,33,3/28/1985,3/23/2005,"244,387",98,0,1,2,1,0,1,90,172,30,8,5,5,3,5,,,,
11,23,7,4,2,289,36,13,33,3/28/1985,3/23/2005,"222,196",99,0,1,2,1,0,1,90,172,30,8,3,5,3,5,,,,
11,19,7,2,3,289,36,13,33,3/28/1985,3/23/2005,"222,196",99,0,1,2,1,0,1,90,172,30,104,1,5,4,2,,,,
13,0,7,4,2,369,17,12,31,3/28/1987,3/23/2007,"244,387",98,1,1,3,1,0,0,70,169,25,0,4,1,4,4,,,,
36,14,7,3,3,118,13,18,50,4/1/1968,3/27/1988,"244,387",98,0,1,1,1,0,0,98,178,31,3,2,5,3,1,,,,
36,13,7,4,3,118,13,18,50,4/1/1968,3/27/1988,"244,387",98,0,1,1,1,0,0,98,178,31,8,1,5,2,2,,,,
36,0,7,5,3,118,13,18,50,4/1/1968,3/27/1988,"244,387",98,1,1,1,1,0,0,98,178,31,0,2,4,2,2,,,,
1,22,7,2,1,235,11,14,37,3/29/1981,3/24/2001,"239,554",97,0,3,1,0,0,1,88,172,29,8,2,5,3,2,,,,
1,26,7,2,4,235,11,14,37,3/29/1981,3/24/2001,"265,017",88,0,3,1,0,0,1,88,172,29,4,2,4,3,2,,,,
1,11,7,3,1,235,11,14,37,3/29/1981,3/24/2001,"264,604",93,0,3,1,0,0,1,88,172,29,4,1,4,2,1,,,,
2,23,7,2,1,235,29,12,48,4/1/1970,3/27/1990,"230,290",92,0,1,1,0,1,5,88,163,33,1,2,4,3,1,,,,
3,23,7,4,1,179,51,18,38,3/29/1980,3/24/2000,"239,554",97,0,1,0,1,0,0,89,170,31,2,1,5,2,1,,,,
3,23,7,6,1,179,51,18,38,3/29/1980,3/24/2000,"239,554",97,0,1,0,1,0,0,89,170,31,2,2,5,2,2,,,,
3,11,7,4,1,179,51,18,38,3/29/1980,3/24/2000,"239,554",97,0,1,0,1,0,0,89,170,31,1,2,4,2,2,,,,
3,23,7,4,1,179,51,18,38,3/29/1980,3/24/2000,"239,554",97,0,1,0,1,0,0,89,170,31,4,1,3,3,2,,,,
3,23,7,6,1,179,51,18,38,3/29/1980,3/24/2000,"239,554",97,0,1,0,1,0,0,89,170,31,2,2,5,3,2,,,,
3,21,7,2,1,179,51,18,38,3/29/1980,3/24/2000,"239,554",97,0,1,0,1,0,0,89,170,31,8,1,5,2,2,,,,
3,26,7,5,1,179,51,18,38,3/29/1980,3/24/2000,"275,312",98,0,1,0,1,0,0,89,170,31,8,1,3,3,2,,,,
3,28,7,4,4,179,51,18,38,3/29/1980,3/24/2000,"265,017",88,0,1,0,1,0,0,89,170,31,1,2,3,3,2,,,,
3,28,7,3,1,179,51,18,38,3/29/1980,3/24/2000,"230,290",92,0,1,0,1,0,0,89,170,31,1,2,3,3,1,,,,
5,26,7,2,1,235,20,13,43,3/31/1975,3/26/1995,"230,290",92,0,1,1,1,0,0,106,167,38,8,2,4,2,2,,,,
5,26,7,4,1,235,20,13,43,3/31/1975,3/26/1995,"264,604",93,0,1,1,1,0,0,106,167,38,4,1,3,2,2,,,,
6,11,7,5,1,189,29,13,33,3/28/1985,3/23/2005,"239,554",97,0,1,2,0,0,2,69,167,25,8,3,3,4,2,,,,
6,22,7,3,1,189,29,13,33,3/28/1985,3/23/2005,"264,604",93,0,1,2,0,0,2,69,167,25,16,4,3,2,3,,,,
7,7,7,5,1,279,5,14,39,3/30/1979,3/25/1999,"239,554",97,0,1,2,1,1,0,68,168,24,4,5,3,2,4,,,,
7,23,7,5,1,279,5,14,39,3/30/1979,3/25/1999,"230,290",92,0,1,2,1,1,0,68,168,24,2,2,2,3,4,,,,
9,6,7,2,1,228,14,16,58,4/3/1960,3/29/1980,"264,604",93,0,1,2,0,0,1,65,172,22,8,1,2,4,2,,,,
9,6,7,3,1,228,14,16,58,4/3/1960,3/29/1980,"264,604",93,0,1,2,0,0,1,65,172,22,120,2,5,4,1,,,,
10,22,7,6,1,361,52,3,28,3/27/1990,3/22/2010,"239,554",97,0,1,1,1,0,4,80,172,27,8,2,3,3,2,,,,
10,22,7,3,1,361,52,3,28,3/27/1990,3/22/2010,"275,312",98,0,1,1,1,0,4,80,172,27,8,2,3,3,2,,,,
10,22,7,6,1,361,52,3,28,3/27/1990,3/22/2010,"230,290",92,0,1,1,1,0,4,80,172,27,8,2,4,3,1,,,,
10,22,7,4,1,361,52,3,28,3/27/1990,3/22/2010,"264,604",93,0,1,1,1,0,4,80,172,27,8,2,3,2,1,,,,
11,26,7,3,1,289,36,13,33,3/28/1985,3/23/2005,"239,554",97,0,1,2,1,0,1,90,172,30,4,4,1,4,1,,,,
11,23,7,5,1,289,36,13,33,3/28/1985,3/23/2005,"239,554",97,0,1,2,1,0,1,90,172,30,2,3,4,2,1,,,,
11,26,7,4,1,289,36,13,33,3/28/1985,3/23/2005,"275,312",98,0,1,2,1,0,1,90,172,30,8,2,4,4,2,,,,
11,19,7,2,1,289,36,13,33,3/28/1985,3/23/2005,"275,312",98,0,1,2,1,0,1,90,172,30,32,4,3,4,3,,,,
11,19,7,5,1,289,36,13,33,3/28/1985,3/23/2005,"275,312",98,0,1,2,1,0,1,90,172,30,8,4,4,1,4,,,,
11,24,7,2,4,289,36,13,33,3/28/1985,3/23/2005,"265,017",88,0,1,2,1,0,1,90,172,30,8,2,1,4,1,,,,
11,26,7,2,4,289,36,13,33,3/28/1985,3/23/2005,"265,017",88,0,1,2,1,0,1,90,172,30,8,4,4,4,5,,,,
11,22,7,6,4,289,36,13,33,3/28/1985,3/23/2005,"265,017",88,0,1,2,1,0,1,90,172,30,8,1,2,2,3,,,,
11,22,7,2,1,289,36,13,33,3/28/1985,3/23/2005,"230,290",92,0,1,2,1,0,1,90,172,30,8,5,3,4,4,,,,
11,14,7,3,1,289,36,13,33,3/28/1985,3/23/2005,"264,604",93,0,1,2,1,0,1,90,172,30,8,4,3,4,5,,,,
12,19,7,6,1,233,51,1,31,3/28/1987,3/23/2007,"264,604",93,0,2,1,1,0,8,68,178,21,2,1,5,2,1,,,,
13,22,7,2,4,369,17,12,31,3/28/1987,3/23/2007,"265,017",88,0,1,3,1,0,0,70,169,25,8,4,2,3,5,,,,
13,13,7,2,1,369,17,12,31,3/28/1987,3/23/2007,"264,604",93,0,1,3,1,0,0,70,169,25,80,4,2,3,4,,,,
14,19,7,2,1,155,12,14,34,3/28/1984,3/23/2004,"239,554",97,0,1,2,1,0,0,95,196,25,40,1,3,5,5,,,,
14,19,7,3,1,155,12,14,34,3/28/1984,3/23/2004,"275,312",98,0,1,2,1,0,0,95,196,25,16,3,3,2,2,,,,
14,25,7,6,1,155,12,14,34,3/28/1984,3/23/2004,"275,312",98,0,1,2,1,0,0,95,196,25,2,2,4,1,3,,,,
15,28,7,5,1,291,31,12,40,3/30/1978,3/25/1998,"230,290",92,0,1,1,1,0,1,73,171,25,1,1,5,3,2,,,,
18,26,7,3,1,330,16,4,28,3/27/1990,3/22/2010,"275,312",98,0,2,0,0,0,0,84,182,25,8,2,5,2,2,,,,
18,1,7,2,1,330,16,4,28,3/27/1990,3/22/2010,"275,312",98,0,2,0,0,0,0,84,182,25,8,2,3,2,2,,,,
18,1,7,3,1,330,16,4,28,3/27/1990,3/22/2010,"275,312",98,0,2,0,0,0,0,84,182,25,8,1,5,3,1,,,,
18,25,7,6,1,330,16,4,28,3/27/1990,3/22/2010,"230,290",92,0,2,0,0,0,0,84,182,25,8,1,5,2,2,,,,
20,23,7,6,1,260,50,11,36,3/29/1982,3/24/2002,"239,554",97,0,1,4,1,0,0,65,168,23,4,4,2,3,4,,,,
20,1,7,2,1,260,50,11,36,3/29/1982,3/24/2002,"239,554",97,0,1,4,1,0,0,65,168,23,8,4,2,4,5,,,,
20,1,7,3,1,260,50,11,36,3/29/1982,3/24/2002,"239,554",97,0,1,4,1,0,0,65,168,23,8,4,2,4,5,,,,
20,11,7,4,1,260,50,11,36,3/29/1982,3/24/2002,"239,554",97,0,1,4,1,0,0,65,168,23,8,4,1,3,4,,,,
20,0,7,5,1,260,50,11,36,3/29/1982,3/24/2002,"275,312",98,1,1,4,1,0,0,65,168,23,0,5,1,3,5,,,,
20,13,7,6,1,260,50,11,36,3/29/1982,3/24/2002,"230,290",92,0,1,4,1,0,0,65,168,23,8,5,2,3,5,,,,
20,26,7,2,1,260,50,11,36,3/29/1982,3/24/2002,"230,290",92,0,1,4,1,0,0,65,168,23,4,5,2,3,4,,,,
21,7,7,2,1,268,11,8,33,3/28/1985,3/23/2005,"230,290",92,0,2,0,0,0,0,79,178,25,8,2,4,2,2,,,,
22,18,7,5,1,179,26,9,30,3/27/1988,3/22/2008,"275,312",98,0,3,0,0,0,0,56,171,19,8,1,4,2,2,,,,
22,1,7,2,4,179,26,9,30,3/27/1988,3/22/2008,"265,017",88,0,3,0,0,0,0,56,171,19,8,1,4,3,1,,,,
22,23,7,5,1,179,26,9,30,3/27/1988,3/22/2008,"230,290",92,0,3,0,0,0,0,56,171,19,2,1,4,2,2,,,,
24,14,7,6,1,246,25,16,41,3/30/1977,3/25/1997,"239,554",97,0,1,0,1,0,0,67,170,23,8,2,4,2,1,,,,
24,28,7,3,1,246,25,16,41,3/30/1977,3/25/1997,"230,290",92,0,1,0,1,0,0,67,170,23,2,1,5,3,2,,,,
24,28,7,3,1,246,25,16,41,3/30/1977,3/25/1997,"230,290",92,0,1,0,1,0,0,67,170,23,2,2,4,2,2,,,,
26,15,7,2,1,300,26,13,43,3/31/1975,3/26/1995,"230,290",92,0,1,2,1,1,1,77,175,25,8,4,1,2,1,,,,
28,25,7,5,1,225,26,9,28,3/27/1990,3/22/2010,"230,290",92,0,1,1,0,0,2,69,169,24,4,1,4,2,2,,,,
28,9,7,3,1,225,26,9,28,3/27/1990,3/22/2010,"230,290",92,0,1,1,0,0,2,69,169,24,112,1,4,2,2,,,,
28,22,7,4,1,225,26,9,28,3/27/1990,3/22/2010,"264,604",93,0,1,1,0,0,2,69,169,24,8,1,3,2,2,,,,
30,25,7,2,1,157,27,6,29,3/27/1989,3/22/2009,"275,312",98,0,1,0,1,1,0,75,185,22,3,2,4,3,2,,,,
33,0,7,6,4,248,25,14,47,4/1/1971,3/27/1991,"265,017",88,1,1,2,0,0,1,86,165,32,0,4,4,4,1,,,,
34,5,7,6,1,118,10,10,37,3/29/1981,3/24/2001,"275,312",98,0,1,0,0,0,0,83,172,28,8,1,5,2,2,,,,
34,26,7,6,1,118,10,10,37,3/29/1981,3/24/2001,"275,312",98,0,1,0,0,0,0,83,172,28,4,1,3,3,2,,,,
34,7,7,2,4,118,10,10,37,3/29/1981,3/24/2001,"265,017",88,0,1,0,0,0,0,83,172,28,3,2,5,2,1,,,,
34,26,7,6,1,118,10,10,37,3/29/1981,3/24/2001,"230,290",92,0,1,0,0,0,0,83,172,28,8,2,5,3,2,,,,
34,28,7,3,1,118,10,10,37,3/29/1981,3/24/2001,"230,290",92,0,1,0,0,0,0,83,172,28,8,1,4,3,1,,,,
34,28,7,2,1,118,10,10,37,3/29/1981,3/24/2001,"264,604",93,0,1,0,0,0,0,83,172,28,4,2,4,3,1,,,,
34,23,7,4,1,118,10,10,37,3/29/1981,3/24/2001,"264,604",93,0,1,0,0,0,0,83,172,28,2,1,4,2,2,,,,
36,0,7,3,1,118,13,18,50,4/1/1968,3/27/1988,"239,554",97,1,1,1,1,0,0,98,178,31,0,2,5,3,2,,,,
36,1,7,4,1,118,13,18,50,4/1/1968,3/27/1988,"275,312",98,0,1,1,1,0,0,98,178,31,8,1,3,2,2,,,,
36,0,7,6,4,118,13,18,50,4/1/1968,3/27/1988,"265,017",88,1,1,1,1,0,0,98,178,31,0,1,3,3,1,,,,
